final_text,sentimentLabel
error melulu,negative
cant borrow book,neutral
dont know whats wrong app cant borrow book even though available theres always info says cant contain data etc seems like bug mine tried move pc install uninstall many times doesnt work theres way solve problem orang contact one help please let know asap really appreciate help maintenance actually good app please pakai easy use app,negative
aplikasi error pinjem buku niat budaya baca,negative
mbak,neutral
eror,negative
cant borrow books,neutral
pinjam bermasqlah mulu,positive
ya error pengin baca tolong ya,positive
error mulu ya garagara anggar potong maintenance apk,neutral
banget baik akses,positive
aplikasi bagus teman zaman covid sayang download buku sistem moga baik,negative
error memgirim data sila coba,negative
jelek,negative
errornya pinjam buku senang banget buku fisik baca pinjam eh apa orang pinjam tolong ya indonesia buku cerdas bangsa masuk tuju negara dasar negara weh,positive
pinjam buku coba gagal stok,negative
woiii sih error dah,negative
error buku sedia pinjam,negative
kenapaaa pakai bulan,negative
,neutral
dear ipusnas please aplikasi bantu orang akses baca bagus digital koleksi ipusnas agam bagusbagus aplikasi masalah buku pinjam coba berkalikali eror uninstall pengaruh apa review tolong baik bug aplikasi thx,negative
kecewa berat ipusnas aplikasi error terus info pasti normal kabar tambah spekulasi baca setia ipusnas pelihara tingkat aman memang pelihara ujungujungnya error ipusnas solusi tampil tenang baca setia iphsnas,negative
dwonload buku ya kirim data mohon bantu,positive
diupdate pakai pinjam buku deh hapus,negative
ya pinjam terang error tolong baik ya sayang banget error,neutral
bilang keren banget ganggu tolong min ini fasilitas cerdas bangsa tolong kelola cerdas,positive
pinjem buku kecewa banget,positive
gjls eror mulu,negative
pinjam buku kirim data coba tolong baik,negative
pinjam buku kirim data sila coba,negative
asih bintang ipusnas maaf ya kasih bintang update model uninstal kali pakai kesal kayak pinjam buku pc suruh instal hp baca hp lelah,positive
buku lumayan lengkap pinjam buku kasih notif salah kirim data sila coba help aplikasi banyak bug,negative
buku pinjam,neutral
poor app often error please fix,negative
serius update baik ya pinjam buku masalaheror,positive
eror mulu sih baca copy nya pinjem,negative
app nya sih susah banget pinjem buku coba ganti email instal ulang please,negative
wrong app really enjoy reading books app dont know error page keeps loading even though signal internet good,positive
jelek banget apa,negative
pakai pengin baca hambat,positive
jelek error mulu,negative
tolong baik pinjem buku eror,negative
busuk ngehamburin duit negara apps pakai,negative
coba tingkat,positive
tolong baik aplikasi login satu buku pinjam,positive
tolong baik bugs nya minjem tahun nih,positive
several months borrow books app please fix,negative
pinjam buku aneh,neutral
rawan error aplikasi prioritas perintah aplikasi jenis perintah,negative
tolong admin aplikasi diperhatiin pinjam buku tolong banget admin baik ditingkatin aplikasi,positive
yaampun hancur hancur negara kelas kelola aplikasi pus nasional amburadul kuno problem,negative
buka buku gagal kirim data melulu kasihan baca indonesia gara gara server eror,negative
loadingnya ya akun masuk lelet banget unduh buku,positive
baik bang kagak pinjam hisssh tunggu neolitikum cmon,negative
copy sedia pada pinjam alami,positive
eror nya sembuh sembuh heran,positive
cant even open app since wowo became president tf,negative
pinjam buku digital tanggal download buka kapai pinjam pinjam,negative
error mulu pinjam buku,negative
ya allah ratingnya turun gin please balikin kayak versi masyarakat baca buku tolong baik error pinjam buku,negative
bugnya dibenerin min,neutral
minjem buku error solusi,negative
error mulu,negative
aplikasi bagus bantu masyarakat akses literatur sayang error kali ganggu login login pinjam buku,negative
tekan tombol pinjam aplikasi muncul terang kirim data coba akses aplikasi,negative
aplikasi errornya banding guna tax money,negative
error mulu prioritas perintah sih ya,neutral
app isnt working properly xiaomi pad every time try borrow book says problem sending data try later even though internet connection fine,negative
banget maju ipusnas kayak koleksi buku komplit copy pinjam sayang banget update kali pinjem buku kayak error kirim data mulu koleksi bagus baca,negative
aplikasi ipusnas baru pinjam buku kendala proses data aplikasi tampil gambar utuh semenjak ganti device akun ipusnas lepas pasang install,negative
pinjam buku,neutral
ganggu hari error pinjam mohon tindak lanjut perhati komentar keluh anggota pustaka abai kes ipunas prioritas,negative
sedih banget pustaka nasional kena efisiensi alesan ipusnas error ya buku baca,negative
pinjam buku error,negative
kelola perintah jelek sih,negative
sedih banget bulan download buku error message kirim data email developer respon ratingnya kecewa respon moga review tanggap,negative
error pinjam buku,negative
sumpah amattt baik nyangkaaaa masalah mulu,positive
muncul error java file download error loading lambat,negative
mbak mau buku gratis,positive
pinjam buku aplikasi ipusnas alas salah pindah data tolong solusi kembang aplikasi,negative
error dipinjem trss niat sih asih fasilitas,negative
buka aplikasi minjem buku ya feedbacknya salah kirim data butuh buku banget,negative
kali klik pinjam terang nya kirim data coba kali download app nya,negative
pinjam ya coba uninstall insta ulang kirim data sila coba tekan tombol pinjam copian buku alami nih terima kasih,positive
fix asap whats point app cant borrow book,neutral
benerin woi hari eror,negative
pinjam sebelumsebelumnya sayang app bantu tingkat akses baca gratis,positive
crashed internal error pinjem buku bingung lapor mana koleksi bagus dsn interface upgraded,negative
data server error provider nya update kayak nya nih,negative
pinjam ebook gagal,negative
update app work xiaomi pad,neutral
weeks please repair error,negative
always error,negative
pinjam buku tolong baik,positive
sedih banget aplikasi bagus suka baca pinjem sayang banget suka error nya moga bagus aplikasi error,negative
kemarin tuh pakai minjem buku eh nemu buku bagus,negative
uninstalled cant even borrow book tulis data error try later apa install tunggu minggu pinjam buku tolong baik sistem pakai masyarakat indonesia akses perpusnas daerah jakarta,negative
susah kalo pinjem buku,negative
aplikasi aco dibenerin guys anggar habis sedot mbak,negative
pinjam buku tulis error klik pinjam buku tolong baik,negative
eror minjem buku,negative
aplikasi bagus agam buku baca akhirakhir pinjam tolong baik,negative
theres always error whenever im trying borrow book,negative
capek banget ipusnas bulan problem mohon cepat benah sistem,negative
pinjam buku muncul terang kirim data,negative
app error masalah pinjam buku,negative
cant even read one baca error,negative
pakai doang abistu ganggu tolong kalo kasih program biar rakyat baca mudah ganggu mulu,positive
aplikasi masalah baca buku online masalah minjam buku,positive
buka lloading piye iki ipusnas error mulu pinjam buku minggu,negative
pinjam buku nya kirim data mulu admin tolong bug nya diperbaikin tq,negative
fungsi useable pakai app kendala login pinjam file ebooknya buka literal pakai,neutral
berharihari pinjem buku alas gagal kirim data,negative
pinjam buku muncul pop message kirim data,neutral
error,negative
aplikasi jalan pinjam buku device samsung tab si android please fix aplikasi pinjam buku baik bulan lapor,negative
pinjam buku,neutral
minggu aplikasi pas minjam buku pinjam tulis kirim data sila coba mohon bantu,positive
histori akun hilang update,negative
fix pls,negative
pinjam buku eror minggu baik mohon baik,negative
tolong baik papa biar buku pinjam error,negative
niat dibenerin pinjam buku,neutral
versi baru unduh,positive
pinjam buku ya error,negative
pinjem ebook nya niat bikin apk sih,neutral
niat sih bikin aplikasi serius literasi maju buka malas banyak error contoh tuh china serius bikin ekosistem investasi gede teknologi,negative
aplikasi error sih kemarin pinjem buku sinyal bagus ku hpku ngelag aplikasi aneh,negative
unduh buku,neutral
bagus aplikasi kendala meninjam baik ya,positive
nya sih nih aplikasi nya update kalo buruk,negative
buku pinjam serius sih aplikasi,negative
cant borrow book cs problem data orang something idk ive trying nothing pls fix problem,negative
unuseable desember update ok lumayan baca baca dar kesini kocak login error history hilang apa fitur highlight bookmark due loan book hilang kelas layan nasional literasi sungguh terlaluuu smh,positive
ganggu tolong baik,positive
sungguh disanyangkan aplikasi tambah literasi masyarakat kendala tolong baik,positive
error mulu cok,negative
ipusnas kenapaaaaa pinjem buku,neutral
login susah banyak error sekali hasil coba minjam buku error ya apk nya,negative
nggatau pas pinjem pustaka nggabisa,positive
apk bagus laman home ngebug lamaaa banget menit muter pakai fitur searchnya kalo ayo baik bukubuku baru tolong tolong bukubuku pinjam dibukabaca baik tolong baik butuh bukubuku apk terimakasih,positive
pinjam buku segitu baik,neutral
eperpus akses sok banget ajak inggris bangun world class university,positive
update pinjam buku,neutral
baik selesai sih masalah pinjam buku,negative
masuk pinjam buku bulan,negative
minjam coba buku gabisaaaaaa tolong benerinn,positive
baik selesai selesai dana nya pakai mbak ya,positive
great app provides us lot book unfortunately app often error sok really uncomfortable use plus notifications real time theres notification appear tho cant even log updating lol keep editing review getting worse worse whats point providing many copies always getting problem whenever try borrow zero star even minus,negative
pakai buku penting mahasiswa harga buku fisik mahal pustaka kota lengkap eh buku digital baca masalah perintah rakyat pintar kah,positive
minjam buku kirim data,negative
useless,neutral
error bangeeeett klik pinjam eror kayak kemarin masak pakai berbulanbulan,negative
minggu baik,positive
errornya niat baik error,negative
pinjem buku tulis mengirmkan data coba,negative
gkbisa baca buku,positive
mimiinn failed nya pinjam miiinnn,neutral
pinjam buku kredensial lengkap,negative
butuh tingkat performa aplikasi,negative
coba aplikasi nasional tarik kali buka aplikasi daftar selesai daftar suruh coba pas coba gagal suruh coba aplikasi tarik manfaat,negative
aplikasi perintah muas,negative
ribet ya pinjem buku,neutral
gagal pinjam buku buku sedia moga baik,neutral
diupdate susah pinjem error dll tolong baik,negative
kak maaf pinjam buku ya muncul notifikasi kirim data sila coba tolong baik kak butuh referensi susun proposal skripsi terimakasih,positive
unduh buku nya load banget nge stuck situ situ yauda baca nge stuck loading unduh duh deh pinjam buku errpr melulu sih,negative
harap coba install ulang refresh kali kali baik minat baca solusi minggu buka ulang kali lucu,positive
pinjam buku,neutral
aplikasi bobrok buang anggar doang pinjam buku,negative
good,positive
worst app ever always error,negative
dah log minjem buku,negative
cewek error,negative
idk cant borrow books since last year pls fix app,negative
tolong baik sistem nya login proses pinjam buku gagal,negative
baik aplikasi kesini jelek guna tolong dengar,positive
bapuk banget deh,positive
banget benernya kocak alah didik tuh prioritas makan kocak,negative
buka,neutral
login coba versi webnya,positive
error hambat orang baca ebook,negative
orang backend kerja woiii,positive
bagus bantu cari referensi aplikasi eror sulit buka,negative
bagus manfaat error ya tolong ditingkatin ya aplikasi benerbener manfaat banget baca buku digital,positive
aplikasi plenger,negative
baik berkalikali kendala login download resmi sulit login akun gmail kendala,positive
daftar susah nya ampun kelas nasional api banget,negative
bego aplikasi login,neutral
masuk error pertsma esok error deh bolak unistallinstall,negative
error pinjem error buka aplikasi error login ulang error pus digital indonesia download pus digital ijakarta masalah sistem cari ipusda pinjem error ningkatin literasi niat baca sulit buku mahal ilegal gilir legal sulit ampun,negative
update baru aplikasi uninstall login riwayat pinjam buku pinjam kosong halaman home loading tombol cari tekan pinjam buku uninstall install ulang error login kondisi benarbenar hambat guna mohon baik,negative
daftar kakak gunain app nya,negative
aplikasi perintah bobrok urus sihjangankan bacabuka,negative
aplikasi bagus guna banget baca buku gratis sisi apk nya banget ngebug ngebug ketimbang normal nya sayang apk guna kayak maintenance,positive
update version baru login,positive
ux nya beres kerja sir,positive
susah buka login loading halaman web nya update parah,negative
baca ya,positive
logindaftar ya,positive
aplikasi manfaat banget kendala eror logindaftar baikbaik,negative
login website app loading tampil apa bug update,negative
habis upgrade buka,neutral
apk jelek bug pesan error mentah tampil user login,negative
normal habis error login,negative
pinjam buku sulit login eror mulu update apk,negative
update pinjam buku edit profile log uninstall install login daftar muncul javalangillegal blablabla,negative
diupdate pinjam buku error mulu pas coba login ulang,negative
minat baik alangkah baik hapus aplikasi kritik kembang aplikasi rasarasanya enggan baik aplikasi aplikasi bagus mutu kembang support minat baik aplikasi betah manusia bodoh,negative
aplikasi,negative
kalo kasih mes maintenance mulu coy,positive
kecewa,negative
parah banget habis update masuk bikin akun niat bikin aplikasi sih,negative
seringgg banget eror pas baca tolong banget baik,positive
masuk tulis java coba masaih masuk tolong baik,negative
mohon baik aplikasi,neutral
crash pakai,negative
unusable register masuk akun pinjam buku naskah kuno kopi coba direinstall login versi web android bug tangan aplikasi pakai ubah ui bagus aplikasi pakai cuman eye candy broken product,negative
banget baca maintenancenya lumayan pengaruh flow baca butuh referensi moga cepat benah,positive
manfaat lelet banget buka sinyal bagus buka app lancar app sinkron device akun batas baca beda device,positive
upgrade buka mending versi deh guna baca jujur kecewa,positive
akses admin tolong pantau errornya,positive
login daftar susah banget internet bagus aplikasi loading,negative
cant login email method mont cant login app,neutral
aplikasi maintenance sekali maintenance hadeh hadeh,negative
payah ah pinjem buku alesannya mulu baik ngalamin nih,positive
coba uninstall install berkalikali pinjam buku muncul notifikasi kirim data coba aplikasi perintah kualitas layan hadir sesuai rakyat bayar pajak,negative
real guys give private programmer orang something always mess every update,positive
error mulu,negative
guna maintenance minggu kalo eror minat baca turun malas ipusnas eror,negative
bermingu minggu maintenance kagak tuh,negative
update pakai kirim data coba,negative
ginni lahbuka pinjem buku torced close,negative
login android tolong bantu tim full web android ios mudah maintenance repot kalo audit,negative
error benar aplikasi gebrak kalo ngelag ya login tambah download buku mbak doang mesti ngosongin memori internal gb unduh benerbener ya yuk yuk tim developer ipusnas gereget ngerjain aplikasi kalah aplikasi buat swasta sih,negative
baru baik terang pinjam buku nali coba baik,positive
baik improvement lumayan banding versi responsif niat geser halaman block ganggu ayo devnya kerja keras bantu kah edit aplikasi sampah kondisi unusable butuh bantu kah,negative
update aplikasi buka,negative
update pinjam buku tulis nali update sia sia tolong baik terimakasih,negative
jujur enak versi ribet suka keluarkeluar dana kembang korupsi sumpah nyaman tulung canggih nyaman bagus tampil mundur deh bintang tambah bintang bagus kualitas,positive
salah teross,negative
gila ku tingkat kualitas sistem bobrok,negative
keeps crashing semangat dev nya,positive
pinjam buku terang nali sayang banget nama ipusnas tanggap selesai layan appsnya moga lekas benah,positive
hasil pinjam buku aplikasi tutup,negative
buku unduh baca access denied device redmi pad,neutral
error bikin formatsistem baca kindle please,negative
update nih bagus keren,negative
minjam buku,neutral
even working waste tax money,neutral
kenap pinjam bukutertulis dikenaltolong baik,neutral
eror baca buku,negative
buka android januari ayo pintar warga indonesia,neutral
ereader jadul nova air android ram gb thanks sok much dec mohon baik app ereader onyx boox nova air android versi app lancar upgrade versi masalah baca novel tamat bintang,positive
buruk aplikasi login verifikasi perangkat gagal dawload play store perangkat modif,negative
kali login muncul pesan verifikasi perangkat pasti perangkat aplikasi google play store perangkat modifikasi install pas handphone modifikasi coba ganti pw tau pw nya salah eh coba login uninstall install,negative
verifikasi perangkat hp modifikasi apa,positive
plisss tim ipusnas baik aplikasi deh kembang baik ratingnya bantu pustaka pinjam buku domisili jabodetabek moga benah ipusnas gua edit bintang kalo ipusnas error gabisaaa logiiiinnn verivikasi perangkat gagalll,negative
pakai ya,positive
aplikasi log aplikasi lot banget,negative
woeh minjem buku buka aplikasi jir,negative
plis sih aneh baca buku susah kalo rnd aplikasi saran bikin aplikasi dummy coba coba ya allah,positive
cant even open app says use official app google play even though downloaded google play store,negative
jelek ih asa baru parah deh semenjak baru jelek eror melulu sengaja kah baca buku harga buku mahal hadehhhh,negative
aplikasi semenjak diupdate jelek masuk playstore loading aplikasi ya ganggu heran,negative
error benerin,negative
error login,negative
habis diupdate login,neutral
parah banget,negative
aneh banget nih apk pinjem login lol,positive
update buruk buka app selkali,negative
jelek sih app bagus banget baca buku,negative
useless cant even borrow single book,positive
tolong baik pakai buka gilir buka pinjam buku muncul ket verifikasi perangkat gagal,negative
banyak error nya nih warasny gws,negative
download ilegal deh,neutral
baik tanggal buka baik parah login terang apk playstore playstore komen playstore donwload playstore aneh,negative
application doesnt work properly,neutral
baik banget,positive
baca reviewnya jebot kasih bintang crash error dll konsisten errornya udahan yuk errornya banget pengin suka baca ya kalo error mulu,negative
aplikasi bosokkkk arep moco angel,negative
aplikasi baharu,negative
login muncul ingat perangkat verifikasi suruh aplikasi resmi playstore download nya ya playstore sayang bukubukunya bagus,negative
jelek ganggu,negative
aplikasi ambruk tampil uiux nya kampung pakai duit negara developnya koruptor,negative
niat aplikasi mending dana pakai manfaat minjem web update aplikasi resmi playstore,negative
error,negative
aplikasi hati download hari hari aplikasi susah buka dalih aplikasi resmi mobile phone resmi resmi aplikasi kelas lembaga nasional penting publik aplikasi aplikasi murah maintenance bugs sistem sungguh ironi mana warga negara indonesia akses pustaka nasional miris,negative
,neutral
akun suka log susah log,negative
minn tolong login aplikasi verifikasi perangkat gagal mulu login web ipusnas masukkk baca susah min tolong min baik sistem aplikasi,negative
kesini rewel error mulu kocak,negative
aplikasi iring jalan buruk bulan download buku masuk log,negative
efek dana kena efisiensi aplikasi penting dana baik proper,positive
cant open app pesan system muncul verifikasi perangkat gagal duh sekian maintenance telah parah tolong adminnya dibenerin appnya,negative
log,neutral
aplikasi login kayak ketemu muhammad ali banget buset,negative
daftar akun download aplikasi playstore,negative
gagal verifikasi perangkat,negative
ipusnas sih masuk,negative
kemarin bapuk tolong laaah,positive
bulan maintenance selesaiselesai,neutral
aplikasi aneh update jelek barusan buka aplikasi bilang download resmi orang download pakai play store sih,negative
app doesnt work properly cant even log,neutral
busukk banget error maintenance anehhhhh,negative
tolong tingkat aplikasi biar rating nya,negative
laaahh dalah buka katanye maintenance tanggal januari,negative
aduh kerja oy benerin nih app,neutral
lumayan lelah masuk data login hapus terus integrasi platform lelah guna pindah media baca,negative
login,neutral
noooo uang ppn bayar belanja bikin aplikasi ipusnas crash,negative
login,neutral
habis update buka samsekkkk baca buku dipersulittt,positive
buka kagak bloon,negative
masalah ya coba beberapa device pinjam buka notif apk unduh play store tutup,positive
login bilang perangkat verifikasi download google play store langsung,positive
update masuk ya verivikasi nya gagal aneh banget,negative
diupdate buka,neutral
aplikasi buruk gagal login maintenance bermingguminggu pinjam aplikasi perintah dana uang negara amburadul beres niat cerdas anak bangsa eksekusi bodoh banget ya pasang wajah presiden wapres halaman login ngaruh bikin illfeel bikin berat sistem,negative
aplikasi eror mulu deh website buka benerin alah,negative
every update latest version actually caused apps performance decline dramatically addition difficulties logging due device verification failures number books available borrowing decreased less interesting version still better,positive
edit bagus ampas,negative
sumpah masuk pinjam buku asa bapuk deh ipusnas,negative
error,negative
update buka verifikasi perangkat gagal help min,negative
sungguh sayang tunggu eror,negative
kocak masalah mulu,negative
diupdate aplikasi akses,negative
masuk verifikasi perangkat gagal aneh,negative
maintenance suruh update habis update login verifikasi perangkat gagal,negative
login ya,positive
update baru januari login terang verifikasi perangkat sila unduh aplikasi resmi google store modifikasi perangkat coba ulang kali,positive
update apk buka terang verifikasi perangkat harap pakai aplikasi resmi google play uninstall install ulang pakai normal jam kemudia buka,negative
cant even login,neutral
please tell kena efesiensi anggar maintenance suruh update login kalo login pinjam buku,negative
buka kocak,negative
